"Pavlivka",56,1110
"Semyhiria",56,1110
"Horodyshche",62,1112
"Oleksandriia",56,1110
"Verbliuzhka",53,1110
"Yasnobrodivka",20,1104
"Krasnostav",120,1124
"Kompaniivka",53,1110
"Dolynska",53,1110
"Slavuta",108,1121
"Slavuta",108,1121
"Yahubets",111,1122
"Mokrovolia",108,1121
"Iziaslav",108,1121
"Hrytsiv",108,1121
"Polonne",108,1121
"Zhyvachiv",39,1108
"Novoselytsia",108,1121
"Cherneche",80,1115
"Zalissia",109,1121
"Zinkivtsi",109,1121
"Orynyn",109,1121
"Rykhta",109,1121
"Dunaivtsi",109,1121
"Stepok",109,1121
"Filianivka",109,1121
"Rivne",85,1116
"Borove",84,1116
"Stepanhorod",83,1116
"Vereteno",83,1116
"Kaliuzhyne",99,1119
"Orlivka",84,1116
"Stepan",84,1116
"Horodyshche",85,1116
"Kostopil",85,1116
"Malyi Mydsk",85,1116
"Piskiv",85,1116
"Klevan",85,1116
"Zoria",85,1116
"Symoniv",85,1116
"Zhurbyntsi",2,1101
"Bashyne",85,1116
"Zdovbytsia",85,1116
"Kyrsanove",95,1119
"Derman Druha",85,1116
"Ostroh",85,1116
"Poltava",82,1115
"Poltava",82,1115
"Veryn",66,1112
"Poltava",82,1115
"Poltava",82,1115
"Meteniv",92,1118
"Kremenchuk",79,1115
"Voronky",80,1115
"Babenkove",100,1119
"Lazirky",80,1115
"Kuchmanivka",107,1121
"Yakymivtsi",107,1121
"Zarih",80,1115
"Petrivka",82,1115
"Verkhnia Zhuzhmanivka",79,1115
"Tamaryne",70,1113
"Slavnivka",82,1115
"Bilyky",82,1115
"Vovchkivtsi",41,1108
"Myrne",53,1110
"Rudenkivka",82,1115
"Karlivka",82,1115
"Varvarivka",82,1115
"Kindrivka",79,1115
"Shcherbaky",79,1115
"Mali Dorohostai",86,1116
"Kamiani Potoky",79,1115
"Sad",87,1117
"Sumy",87,1117
"Nykyforivka",53,1110
"Mykolaivka",87,1117
"Oslamiv",107,1121
"Kmytiv",24,1105
"Zelenyi Bir",50,1109
"Romny",90,1117
"Terny",90,1117
"Petrivka",70,1113
"Vozyliv",94,1118
"Lonivka",26,1105
"Khotin",87,1117
"Samotoivka",87,1117
"Hrun",91,1117
"Lutsk",7,1102
"Ratne",8,1102
"Hirnyky",8,1102
"Brody",8,1102
"Huta",8,1102
"Velymche",8,1102
"Rokyta",8,1102
"Liubokhyny",8,1102
"Lisopil",85,1116
"Kovel",8,1102
"Kovel",8,1102
"Povorsk",8,1102
"Holoby",8,1102
"Khreniv",10,1102
"Novovolynsk",10,1102
"Zaborol",7,1102
"Velykyi Omelianyk",7,1102
"Nyvy-Hubynski",7,1102
"Sapaniv",93,1118
"Lopushne",93,1118
"Tsetsenivka",93,1118
"Husiatyn",94,1118
"Monastyryska",94,1118
"Zvyniach",94,1118
"Holovchyntsi",94,1118
"Bozhok",89,1117
"Losiach",94,1118
"Slozykha",81,1115
"Melnytsia-Podilska",94,1118
"Dnipro",11,1103
"Dnipro",11,1103
"Dnipro",11,1103
"Dnipro",11,1103
"Dnipro",11,1103
"Dnipro",11,1103
"Dnipro",11,1103
"Kryvyi Rih",12,1103
"Kryvyi Rih",12,1103
"Kryvyi Rih",12,1103
"Kamianske",13,1103
"Druzhba",91,1117
"Lavochne",66,1112
"Kamianske",13,1103
"Novoselytsia",24,1105
"Pidhorodne",11,1103
"Verbivka",40,1108
"Zabara",7,1102
"Stepove",13,1103
"Bozhedarivka",13,1103
"Novopokrovka",11,1103
"Vasylivka",11,1103
"Behma",15,1103
"Shevchenka",15,1103
"Mykolaivka",15,1103
"Hranitne",12,1103
"Mykolaiv",71,1113
"Mykolaiv",71,1113
"Novoselytsia",1,1101
"Mykolaiv",71,1113
"Mykolaiv",71,1113
"Mykolaiv",71,1113
"Mykolaiv",71,1113
"Vradiivka",69,1113
"Nova Odesa",71,1113
"Shevchenkove",71,1113
"Lymany",71,1113
"Stavky",85,1116
"Vilshka",24,1105
"Pidhorodne",19,1104
"Bavoriv",92,1118
"Semenivka",98,1119
"Volodymyrivka",34,1107
"Svitanok",120,1124
"Nakonechne Druhe",64,1112
"Cherneshchyna",100,1119
"Huta-Katiuzhanska",48,1109
"Velyka Dymerka",46,1109
"Skybyn",46,1109
"Selyshche",46,1109
"Korzhi",46,1109
"Horkove",90,1117
"Vilne",46,1109
"Honcharykha",112,1122
"Fedorivka",20,1104
"Kuriachivka",57,1111
"Boiarka",50,1109
"Fastiv",50,1109
"Motovylivka",50,1109
"Trylisy",50,1109
"Putrivka",50,1109
"Ustymivka",52,1109
"Hrebinky",52,1109
"Potik",51,1109
"Tsapiivka",52,1109
"Dulytske",52,1109
"Shamraivka",52,1109
"Samhorodok",52,1109
"Shkarivka",52,1109
"Sloboda-Hulivska",5,1101
"Terezyne",52,1109
"Romanivka",27,1105
"Fursy",52,1109
"Syniak",87,1117
"Hostra Mohyla",52,1109
"Tarashcha",52,1109
"Velyka Berezianka",52,1109
"Odaipil",52,1109
"Zhytomyr",24,1105
"Hlybochytsia",24,1105
"Oleksandrivka",105,1120
"Levkiv",24,1105
"Stanyshivka",24,1105
"Sinhury",24,1105
"Dovbysh",26,1105
"Bykivka",24,1105
"Chudniv",24,1105
"Shcherbyny",24,1105
"Karpivtsi",24,1105
"Hrada",93,1118
"Shostaky",82,1115
"Velyki Korovyntsi",24,1105
"Vakulenchuk",24,1105
"Berdychiv",27,1105
"Novoivnytske",24,1105
"Khodorkiv",24,1105
"Andrushky",24,1105
"Pavoloch",24,1105
"Stolne",118,1124
"Nizhyn",120,1124
"Nosivka",120,1124
"Talalaivka",121,1124
"Naditychi",66,1112
"Zavadivka",3,1101
"Dubovyi Hai",121,1124
"Karolina",1,1101
"Cherkasy",110,1122
"Cherkasy",110,1122
"Cherkasy",110,1122
"Buzivka",111,1122
"Valiava",110,1122
"Heronymivka",110,1122
"Velyka Burimka",113,1122
"Mankivka",111,1122
"Khotsun",9,1102
"Uman",111,1122
"Rodnykivka",111,1122
"Tinky",110,1122
"Vinnytsia",1,1101
"Blazhiivka",2,1101
"Plyskiv",1,1101
"Dashiv",3,1101
"Vistovychi",65,1112
"Kytaihorod",3,1101
"Yakovlivka",95,1119
"Cherniatyn",5,1101
"Berezyna",1,1101
"Pechera",4,1101
"Haiove",46,1109
"Dolynske",73,1114
"Dvirets",84,1116
"Kryshchyntsi",4,1101
"Naraivka",3,1101
"Hubnyk",3,1101
"Lypivka",4,1101
"Trostianets",3,1101
"Zhadany",1,1101
"Demkivka",3,1101
"Krasnosilka",3,1101
"Vachiv",108,1121
"Osiivka",3,1101
"Kryzhopil",4,1101
"Ternivka",4,1101
"Kropyvnytskyi",53,1110
"Kropyvnytskyi",53,1110
"Kropyvnytskyi",53,1110
"Kropyvnytskyi",53,1110
"Kropyvnytskyi",53,1110
"Kropyvnytskyi",53,1110
"Oleksandrivka",53,1110
"Labushne",73,1114
"Novoslobidske",89,1117
"Znamianka",53,1110
"Znamianka Druha",53,1110
"Rybakivka",71,1113
"Chernivtsi",114,1123
"Chernivtsi",114,1123
"Chernivtsi",114,1123
"Chernivtsi",114,1123
"Stara Zhadova",114,1123
"Banyliv-Pidhirnyi",114,1123
"Yizhivtsi",114,1123
"Mykhalcha",114,1123
"Kelmentsi",116,1123
"Krovatka",7,1102
"Kamiana",114,1123
"Zamostia",115,1123
"Zaliznychne",82,1115
"Mali Kosharyshcha",24,1105
"Berehomet",115,1123
"Shypyntsi",114,1123
"Yiurkivtsi",114,1123
"Rzhavyntsi",114,1123
"Verbivtsi",114,1123
"Bochkivtsi",114,1123
"ZDORIVKA",53,1110
"Marshyntsi",114,1123
"Malyi Pravutyn",108,1121
"Ridkivtsi",114,1123
"Novoshyn",40,1108
"Buda",114,1123
"Oleksiivka",57,1111
"Koteleve",114,1123
"Dymka",114,1123
"Valia Kuzmyna",114,1123
"Voloka",114,1123
"Tarashany",114,1123
"Velykosillia",114,1123
"Tsuren",114,1123
"Kharkiv",95,1119
"Ivanivka",21,1104
"Kharkiv",95,1119
"Kharkiv",95,1119
"Kharkiv",95,1119
"Kharkiv",95,1119
"Dnipriany",104,1120
"Kharkiv",95,1119
"Kharkiv",95,1119
"Kharkiv",95,1119
"Kharkiv",95,1119
"Kharkiv",95,1119
"Mala Rohan",95,1119
"Slobozhanske",99,1119
"BERESTYN",99,1119
"Chuhuiv",97,1119
"ZLATOPIL",101,1119
"Hirky",81,1115
"Odesa",72,1114
"Yasna Poliana",21,1104
"Odesa",72,1114
"Odesa",72,1114
"Odesa",72,1114
"Avanhard",72,1114
"Odesa",72,1114
"PIVDENNE",72,1114
"Slobidka",73,1114
"Novovasylivka",36,1107
"Podilsk",73,1114
"Krasnopolivka",19,1104
"Hrybova Rudnia",117,1124
"Oleksandrivka",72,1114
"Krutoiarivka",76,1114
"Stara Tsarychanka",76,1114
"Oleksiivka",76,1114
"Shabo",76,1114
"Ovidiopol",72,1114
"Avanhard",72,1114
"Chorna Dolyna",104,1120
"Dobrooleksandrivka",72,1114
"Dalnyk",72,1114
"Lyman",76,1114
"KAMCHYK",76,1114
"SOBORNE",78,1114
"Reni",77,1114
"Stepove",37,1107
"Chyzhevychi",64,1112
"Hvizdava",27,1105
"Fedorivka",35,1107
"Tarasivka",11,1103
"Azovske",36,1107
"Chernihovo-Tokmachansk",36,1107
"Shyrokyi Yar",36,1107
"Novoukrainka",37,1107
"Kachkarivka",37,1107
"Lukianivske",37,1107
"Bridok",3,1101
"Vidnozhyne",37,1107
"Dniprorudne",37,1107
"Mala Bilozerka",37,1107
"Pishchana",112,1122
"Maloploske",74,1114
"Zirka",104,1120
"Myrne",35,1107
"Novoprokopivka",35,1107
"Myrne",35,1107
"Shevchenkove",35,1107
"Kalynivka",38,1107
"Bratoliubivka",38,1107
"Ozerne",38,1107
"Melitopol",38,1107
"Novomykolaivka",38,1107
"Hromivka",38,1107
"Prudentove",38,1107
"Hirsivka",38,1107
"Vovchanske",38,1107
"Volodymyrske",46,1109
"Blahodatne",102,1120
"Stepanivka",102,1120
"KOZATSKA SLOBODA",104,1120
"Zhuraky",39,1108
"Rubanivka",104,1120
"Kakhovka",104,1120
"Chornianka",104,1120
"Maiorshchyna",6,1101
"Tavrychanka",104,1120
"Nova Kakhovka",104,1120
"Sadove",102,1120
"Yiuvileine",102,1120
"Shchaslyvtseve",105,1120
"Antonivka",106,1120
"Ivano-Frankivsk",39,1108
"Ivano-Frankivsk",39,1108
"Uhornyky",39,1108
"Yavornytske",34,1107
"Khryplyn",39,1108
"Pidvynnia",39,1108
"Rudkivtsi",66,1112
"MANUILIVKA",98,1119
"Tustan",39,1108
"Bovshiv",39,1108
"Latashi",25,1105
"Shevchenkove",39,1108
"Pidlissia",39,1108
"Posich",39,1108
"Berezivka",39,1108
"Sadzhava",39,1108
"Rosilna",39,1108
"Kosmach",39,1108
"Rakovets",39,1108
"Starunia",39,1108
"Nyzhniv",39,1108
"Kutyshche",39,1108
"Novoandriivka",35,1107
"Spas",41,1108
"Turka",41,1108
"Lapshyn",66,1112
"Chornyi Potik",42,1108
"Teplyk",3,1101
"Kuty",43,1108
"Lviv",61,1112
"Bukova",65,1112
"Lviv",61,1112
"Lviv",61,1112
"Lviv",61,1112
"Lviv",61,1112
"Lviv",61,1112
"Lviv",61,1112
"Nadezhdivka",78,1114
"Lviv",61,1112
"Lviv",61,1112
"Pasiky-Zubrytski",61,1112
"Rudne",61,1112
"Kopytiv",62,1112
"SHEPTYTSKYI",62,1112
"Khodorivtsi",109,1121
"Skala-Podilska",94,1118
"Polove",62,1112
"Zhovkva",61,1112
"Sarnivka",61,1112
"Malekhiv",61,1112
"Busk",63,1112
"Novyi Ripniv",63,1112
"Zadviria",63,1112
"Mali Perelisky",63,1112
"Zalissia",63,1112
"Pustomyty",61,1112
"Pidsadky",61,1112
"Davydiv",61,1112
"Romaniv",61,1112
"Mostyska Druhi",64,1112
"Kalynivka",71,1113
"Horodok",61,1112
"Zushytsi",61,1112
"Sukhovolia",61,1112
"Andriianiv",61,1112
"Bilche",66,1112
"Vyshneve",16,1103
"Bazhany",63,1112
"Stebnyk",67,1112
"Stryi",66,1112
"Burlatske",12,1103
"Zahirne",66,1112
"Sloviansk",18,1104
"Sloviansk",18,1104
"Raiske",18,1104
"Kosovanka",114,1123
"Derno",7,1102
"Kramatorsk",18,1104
"Dobropillia",106,1120
"Lyman",18,1104
"Lyman",18,1104
"Zarichne",18,1104
"Zvanivka",19,1104
"Novoluhanske",19,1104
"Kostiantynivka",18,1104
"Novopavlivka",20,1104
"Pokrovsk",20,1104
"Myrnohrad",20,1104
"Naumivske",120,1124
"Novoekonomichne",20,1104
"Zabrid",61,1112
"Tsukuryne",20,1104
"Halytsynivka",20,1104
"Uzhhorod",28,1106
"Chomonyn",28,1106
"Kolochava",30,1106
"Brid",30,1106
"Khust",30,1106
"Voievodske",57,1111
"Pokrovske",57,1111
"Svatove",57,1111
"Malyi Lazuchyn",107,1121
"Nyzhnia Duvanka",57,1111
"Kreminna",59,1111
"Zolote",59,1111
"Osykove",18,1104
"SIVERSKODONETSK",59,1111
"Stanychno-Luhanske",60,1111
"Komyshne",60,1111
"Shevchenkove Druhe",101,1119
"Selyska",61,1112
"Dronivka",19,1104
"Sheliuhy",38,1107
"Bila",109,1121
"Stavok",120,1124
"Uspenka",75,1114
"Serpneve",96,1119
"Kavunivka",112,1122
"Petrashivka",3,1101
"Selianivka",11,1103
"Tsentralne",117,1124
"Liulyntsi",93,1118
"Dubnyky",26,1105
"Mala Mankivka",111,1122
"Klynuvatka",57,1111
"Raimisto",7,1102
"Velykyi Ostrozhok",2,1101
"Mohyliv-Podilskyi",6,1101
"Vyshneve",37,1107
"Vyshneve",27,1105
"Lebid",26,1105
"Tyshkivka",3,1101
"Remezivtsi",63,1112
"Sholokhove",17,1103
"Haluziia",9,1102
"Zarubynka",98,1119
"Sobolivka",73,1114
"Vilshanytsia",39,1108
"Kyshchyntsi",52,1109
"Shyshkivtsi",116,1123
"Dobra Nadiia",17,1103
"Babianka",41,1108
"Kolomiitseve Ozero",80,1115
"Strusove",6,1101
"Velyka Ozymyna",65,1112
"Bohushi",85,1116
"Cherepkivtsi",114,1123
"Dmytrivka",100,1119
"Havrylivka",108,1121
"Pasiky-Zubrytski",61,1112
"Kriachkivka",80,1115
"Kalachkivtsi",109,1121
"Zalishany",84,1116
"Hrozyne",25,1105
"Vasylivka",97,1119
"Sadovod",98,1119
"Selyvanivka",73,1114
"Blyshchanivka",109,1121
"Tsyhanske",82,1115
"Zhereva",48,1109
"Novostav",7,1102
"Plishyvets",81,1115
"Panteleimonivka",20,1104
"Oleksandrivka Druha",79,1115
"Lisky",72,1114
"Demydivka",86,1116
"Brusove",79,1115
"Smila",110,1122
"Hlodove",36,1107
"Novohrednieve",103,1120
"Novi Birchytsi",65,1112
"Novokyivka",71,1113
"Remivka",80,1115
"Olhyne",104,1120
"Kalnyk",29,1106
"Shelestiany",109,1121
"Holenyshcheve",109,1121
"Syvakivtsi",1,1101
"Hladke",117,1124
"Shcherbativka",25,1105
"Orlovets",110,1122
"Balakyrivka",58,1111
"Huta-Borovenska",9,1102
"Borynia",65,1112
"Pidsukhe",67,1112
"Stepanenky",81,1115
"Yasenivka",24,1105
"Kalynivka",5,1101
"Tendrivske",106,1120
"Karavan-Solodkyi",58,1111
"Karapchiv",115,1123
"Pyshky",107,1121
"Brech",118,1124
"Vorobiivka",75,1114
"Balyntsi",41,1108
"Lany-Sokolivski",66,1112
"Pshenychne",52,1109
"Rakhny",3,1101
"Vavylove",71,1113
"Novyi Zboryshiv",7,1102
"Druzheliubivka",34,1107
"Soloshyne",79,1115
"Rubany",82,1115
"Kopanky",99,1119
"Nova Rudnia",117,1124
"Solovivka",37,1107
"Bilokoni",82,1115
"Radekhiv",8,1102
"Brovarky",113,1122
"Zastavna",114,1123
"Khomivka",120,1124
"Poluziria",82,1115
"Ksaverivka",109,1121
"Shevchenkove",101,1119
"Shevchenka",107,1121
"Krymky",18,1104
"Bandyshivka",6,1101
"Stepnyi Yar",60,1111
"Kuriany",92,1118
"Sazonivka",98,1119
"Kamianka",34,1107
"Lysynychi",61,1112
"Borok",118,1124
"Yasnopilshchyna",90,1117
"Slobidka",85,1116
"Kopani",63,1112
"Kropyvnytske",54,1110
"Vovkivtsi",94,1118
"Chervona Balka",13,1103
"Chepelivka",107,1121
"Vyshniv",39,1108
"Okhotnyche",15,1103
"Ratush",6,1101
"Sadky",66,1112
"Yakymiv",61,1112
"Ostapy",25,1105
"Oleno-Kosohorivka",53,1110
"Rozhny",46,1109
"Berezhnytsia",115,1123
"Valuiske",60,1111
"Hrynky",79,1115
"Teresva",32,1106
"Malyi Zalaniv",39,1108
"Mezhyhiria",65,1112
"Malynivka",100,1119
"Obloi",106,1120
"Lokhvytsia",81,1115
"Nizhynske",120,1124
"Shelpaky",92,1118
"Sokoliv",24,1105
"Ochkyne",88,1117
"Sylne",8,1102
"Velyka Mechetnia",69,1113
"Vasylivka",5,1101
"Horaiets",64,1112
"Kruta Balka",82,1115
"Ostriv",83,1116
"Podobovets",30,1106
"Pashkivka",79,1115
"Novi Kaplany",78,1114
"Hannivtsi",39,1108
"Mostove",27,1105
"Trybusivka",4,1101
"Petro-Svystunove",34,1107
"Pryshyb",79,1115
"Kochetivka",99,1119
"Konelski Khutory",111,1122
"Lahody",82,1115
"Babyntsi",94,1118
"Sofiika",52,1109
"Khorostets",92,1118
"Ryboten",91,1117
"Novodruzhesk",59,1111
"Starykove",88,1117
"Nefedivka",98,1119
"Koropy",95,1119
"Turutyne",89,1117
"Hrabivtsi",5,1101
"Chervonoselivka",35,1107
"Yakymivka",38,1107
"Chabanivka",109,1121
"Vovkivka",37,1107
"Hrabovets",6,1101
"Kudari",91,1117
"Nyry",8,1102
"Lisova",39,1108
"Novorepivka",105,1120
"Cheremoshne",8,1102
"Myroliubivka",13,1103
"Tsvilikhivka",3,1101
"ZARUDNE",90,1117
"Halychany",61,1112
"Zarichka",25,1105
"Shpola",112,1122
"Nova Ivanivka",76,1114
"Borysivka",1,1101
"Stepanivka",99,1119
"Dyliivka",18,1104
"Pidlisne",94,1118
"Taiky",26,1105
"Osniahy",81,1115
"Horenka",49,1109
"Mircha",24,1105
"Plakhtiivka",76,1114
"Shcherbanivske",68,1113
"Tverdokhlibove",57,1111
"Novokhrystoforivka",70,1113
"Voloshynovo",65,1112
"Lyman Pershyi",82,1115
"Trostianets",107,1121
"Yakhny",51,1109
"Potik",92,1118
"Mala Bondarivka",118,1124
"Pidhirne",17,1103
"Zavadiv",64,1112
"Hlybochok",114,1123
"Khreshchatyk",90,1117
"Horbachi",117,1124
"Vyhodivka",40,1108
"Mariia-Volia",10,1102
"Solobkivtsi",107,1121
"Zastavne",62,1112
"Buzaky",9,1102
"Buriakova Balka",23,1104
"Tiaziv",39,1108
"Pykivska Slobidka",2,1101
"Novosofiivka",17,1103
"Katsiry",120,1124
"Donets",97,1119
"Hannivka",85,1116
"Vysun",70,1113
"Turove",11,1103
"Pryslip",30,1106
"Nastasivka",101,1119
"Satanivka",107,1121
"Korshaky",121,1124
"Pidlisne",3,1101
"Andriiashivka",73,1114
"Staryi Bobryk",24,1105
"Dorohobuzh",85,1116
"Adamivka",13,1103
"Honcharka",11,1103
"Hlushka",94,1118
"Fedorivka",24,1105
"Sribne",121,1124
"Mala Vyska",54,1110
"Ochytkiv",1,1101
"Yizhakivka",82,1115
"Yablunivka",30,1106
"Voinivka",82,1115
"Uklyn",29,1106
"Mshana",92,1118
"Osykovyi Kopets",24,1105
"Yelne",84,1116
"Andrusiiv",85,1116
"Mazhuhivka",117,1124
"Nova Kamianka",103,1120
"Ivanivka",119,1124
"Verlok",24,1105
"Holubkove",34,1107
"Ukrainka",25,1105
"Dobropillia",20,1104
"Osykovyi Hai",97,1119
"Ilkivtsi",29,1106
"Ivanykivka",39,1108
"Rudne",61,1112
"Bahachivka",111,1122
"Vikentiivka",1,1101
"Bilorichytsia",121,1124
"Sosnivka",58,1111
"Bazaliivka",97,1119
"Vesele",56,1110
"Mala Snitynka",50,1109
"Berezhivka",121,1124
"Verbiatyn",94,1118
"Nove Selo",61,1112
"Pyliava",1,1101
"Kurypiv",39,1108
"Sarnovychi",25,1105
"Tysiv",40,1108
"Mlynivtsi",92,1118
"Topaly",73,1114
"Teklynivka",1,1101
"Vdovychyne",110,1122
"Teklia",8,1102
"Dobrovliany",40,1108
"Kupievakha",98,1119
"Novopetrivka",68,1113
"Mala Bilyna",65,1112
"Bondareve",15,1103
"Bubniv",10,1102
"Solidarne",87,1117
"Yampil",6,1101
"Mykhailivka",101,1119
"Mykolaivka Druha",34,1107
"Nove Zhyttia",6,1101
"Kalanchak",77,1114
"Kholmy",118,1124
"Diachenky",79,1115
"Sosnivochka",108,1121
"Kaitanivka",107,1121
"Bylychi",65,1112
"Barakhty",51,1109
"Kharchenky",79,1115
"Butskivka",96,1119
"Sholomky",25,1105
"Sokoliv",92,1118
"Stari Petrivtsi",48,1109
"Haivshchyna",81,1115
"Troitske",101,1119
"Khorobriv",62,1112
"Korniivka",46,1109
"Lanovychi",65,1112
"Demivshchyna",51,1109
"Darivka",102,1120
"Semykivtsi",92,1118
"Domuzly",38,1107
"Khashchovania",66,1112
"Omelnyk",79,1115
"Bahryn",50,1109
"Zhovtantsi",61,1112
"Velyki Kuskivtsi",93,1118
"Yiushky",51,1109
"Pevna",27,1105
"Zadovzhe",83,1116
"Koty",86,1116
"Markove",4,1101
"Uzhhorod",28,1106
"Krymne",83,1116
"Frankivka",6,1101
"Stepove",79,1115
"Kuchuhury",118,1124
"Pavlivka",39,1108
"Rekunivka",82,1115
"Bilohorivka",86,1116
"Humennyky",85,1116
"Berehomet",115,1123
"Dobrohostiv",67,1112
"Horbanivka",63,1112
"Kononove-Ivasiv",112,1122
"Kolky",84,1116
"Zahin",121,1124
"Smosh",121,1124
"Aheivka",73,1114
"Zhurivka",71,1113
"Mali Novosilky",64,1112
"Dovha Luka",90,1117
"Salykha",52,1109
"Kokhanivka",93,1118
"Pustelnyky",62,1112
"Kurdiumove",89,1117
"Vilne",53,1110
"Zaryshche",61,1112
"Paryduby",8,1102
"Miakoty",108,1121
"Novovolodymyrivka",109,1121
"Horpyn",61,1112
"Yabluniv",29,1106
"Balanivka",3,1101
"Troieshchyna",108,1121
"Zdomyshel",8,1102
"Hrushiv",67,1112
"Sutysky",88,1117
"Oksamytne",78,1114
"Prymorske",37,1107
"Trud",106,1120
"Bubnyshche",40,1108
"Teleshivka",52,1109
"Haivske",63,1112
"Zaturyn",92,1118
"Orikhuvatka",18,1104
"Tsentralne",71,1113
"Marianivka",3,1101
"Stari Kryvotuly",39,1108
"Blahodatne",113,1122
"Sribne",86,1116
"Horodyshche",58,1111
"Shlyshkivtsi",6,1101
"Stari Vyrky",87,1117
"Khmil",84,1116
"Dubovi Makharyntsi",2,1101
"Obykhody",25,1105
"Sukholuchchia",48,1109
"Liubomyrka",108,1121
"Volia-Zhovtanetska",61,1112
"Rykove",105,1120
"Hrafske",21,1104
"Peremoha",26,1105
"Shevchenkove",81,1115
"Velyki Selyshcha",85,1116
"Vilkhivka",40,1108
"Vydranytsia",8,1102
"Krasna",32,1106
"Krasnosilka",4,1101
"Hunychi",25,1105
"Ostrohirske",69,1113
"Maiorka",11,1103
"Chervonyi Yar",13,1103
"Kyianivka",5,1101
"Dolyna",8,1102
"Bokhonyky",1,1101
"Pidlisne",53,1110
"Yakubiv",40,1108
"Kuty",93,1118
"Shevchenka",110,1122
"Shyroki Krynytsi",68,1113
"NADIIVKA",104,1120
"Dakhtaliia",4,1101
"Pomynyk",111,1122
"Horbachi",25,1105
"Skobeleve",70,1113
"MALYI VERDER",35,1107
"Hostra Mohyla",52,1109
"Pulmo",8,1102
"Poputne",15,1103
"Ardanovo",31,1106
"Nevhody",25,1105
"Kaminna",61,1112
"Dmytrivka",77,1114
"Huta",63,1112
"Lanok",107,1121
"Tryrohove",82,1115
"Vlashanivka",108,1121
"Khyttsi",80,1115
"Zalizne",50,1109
"Zalaniv",39,1108
"Sorochanove",53,1110
"Hutnytska",53,1110
"Dereviane",85,1116
"Markivka",58,1111
"Buiany",7,1102
"Luhynky",25,1105
"Ilkivka",1,1101
"Semenivka",119,1124
"Korolivka",107,1121
"Bubnivka",107,1121
"Halkiv",117,1124
"Mochola",31,1106
"Balyn",1,1101
"Verkhniachka",111,1122
"Bezdryk",87,1117
"Kanora",29,1106
"Bondarne",19,1104
"Lisovody",107,1121
"Nove Misto",1,1101
"Bobryk",90,1117
"Karpivka",79,1115
"Kupriianivka",34,1107
"Vesniane",85,1116
"Kuzemivka",57,1111
"Solomyr",83,1116
"Oleksandrivka",96,1119
"Skudne",21,1104
"Vynohradivka",68,1113
"Danylivka",31,1106
"Petrykiv",15,1103
"Vilshana-Slobidka",111,1122
"Tolokun",48,1109
"Ukrainka",108,1121
"Karlivka",20,1104
"Novoukrainka",78,1114
"Kuialnyk",73,1114
"Ziuziuky",90,1117
